TRANSACTION_ID,AGENCYNUM,SALE_DATE,AIRPORT_FROM,AIRPORT_TO,TOTAL_PRICE
4538,00000130,2018-08-2,LYS,BLQ,2496.610000
4539,00000310,2018-08-21,FOC,AMM,2488.860000
4540,00000106,2018-08-9,NKG,LIT,2102.850000
4541,00000323,2018-08-15,SPS,LTX,986.170000
4542,00000118,2018-08-28,DTM,TSN,1465.790000
4543,00000120,2018-08-18,HMN,CTU,702.160000
4544,00000114,2018-08-17,TRD,CGK,2171.770000
4545,00000121,2018-08-8,TIP,SYZ,1904.880000
4546,00000113,2018-08-14,TYN,BOD,888.030000
4547,00000125,2018-08-17,CBM,NWI,2079.670000
4548,00000320,2018-08-21,LCA,ABZ,1167.610000
4549,00000055,2018-08-13,CGY,GRB,1357.070000
4550,00000123,2018-08-24,BZE,BLQ,3174.730000
4551,00000152,2018-08-27,SVX,UFA,2781.790000
4552,00000291,2018-08-21,KAN,KWI,3410.850000
4553,00000103,2018-08-7,IKA,CGN,2202.060000
4554,00000121,2018-08-8,PER,VBG,2051.160000
4555,00000152,2018-08-25,AFW,ARN,3008.200000
4556,00000101,2018-08-26,LPA,SYZ,3429.830000
4557,00000297,2018-08-10,TLS,DOH,3175.040000
4558,00000107,2018-08-15,ADA,SFO,3605.110000
4559,00000111,2018-08-8,DCA,MGM,1603.410000
4560,00000106,2018-08-10,EZE,ROC,2008.900000
4561,00000123,2018-08-11,VKO,PWM,3884.330000
4562,00000291,2018-08-20,ICT,IAD,2561.430000
4563,00000111,2018-08-8,SUB,GSB,1106.330000
4564,00000122,2018-08-21,ADD,DMK,1898.320000
4565,00000254,2018-08-18,SVO,SIN,762.760000
4566,00000310,2018-08-25,AFW,TER,2407.260000
4567,00000119,2018-08-21,SUB,MNH,576.070000
4568,00000101,2018-08-5,LPA,DYS,3633.150000
4569,00000291,2018-08-27,SYR,BHD,1260.760000
4570,00000109,2018-08-27,BNA,NUE,840.950000
4571,00000229,2018-08-3,SPS,SHJ,2240.090000
4572,00000122,2018-08-26,BFS,RRG,1838.690000
4573,00000229,2018-08-9,TBZ,BAH,3302.270000
4574,00000117,2018-08-6,ICN,ACC,2148.830000
4575,00000117,2018-08-25,BGY,LTX,2711.250000
4576,00000254,2018-08-13,WRO,MGM,2545.640000
4577,00000119,2018-08-27,LPL,SYD,2110.730000
4578,00000107,2018-08-23,MUO,YHZ,3073.190000
4579,00000188,2018-08-25,NWI,SXF,3538.740000
4580,00000323,2018-08-10,PSA,CBM,2838.260000
4581,00000102,2018-08-22,OKC,MCO,3675.230000
4582,00000119,2018-08-1,SAN,GYD,1117.640000
4583,00000114,2018-08-10,AVL,ABZ,2223.270000
4584,00000055,2018-08-21,DLM,PWM,2877.610000
4585,00000125,2018-08-11,ALG,AVL,3007.320000
4586,00000055,2018-08-11,SKT,BSL,830.200000
4587,00000115,2018-08-8,BRE,SZX,2492.070000
4588,00000323,2018-08-6,PDL,AKL,2532.450000
4589,00000229,2018-08-2,ESB,CTA,615.210000
4590,00000112,2018-08-14,AKT,ICT,706.360000
4591,00000229,2018-08-24,GUS,BIL,3386.130000
4592,00000284,2018-08-14,NRT,DUR,1006.860000
4593,00000104,2018-08-17,CMH,TIK,2801.020000
4594,00000229,2018-08-14,SPI,BWI,1996.240000
4595,00000112,2018-08-5,IAT,NRT,1551.100000
4596,00000291,2018-08-24,PSA,MVD,2205.370000
4597,00000114,2018-08-17,AVL,EXT,3688.480000
4598,00000111,2018-08-10,GRB,LUX,1224.150000
4599,00000152,2018-08-13,GUM,DAR,2620.300000
4600,00000121,2018-08-18,SJC,LJU,2067.630000
4601,00000087,2018-08-17,RFD,MSP,3314.980000
4602,00000325,2018-08-4,BKK,MMX,2337.180000
4603,00000304,2018-08-11,CGN,SLC,1085.280000
4604,00000118,2018-08-28,SOU,AMM,2808.390000
4605,00000297,2018-08-7,BGR,LFI,3344.430000
4606,00000107,2018-08-18,DWC,KIX,507.750000
4607,00000093,2018-08-25,CCU,YOW,3192.410000
4608,00000117,2018-08-22,PWM,LTS,908.980000
4609,00000120,2018-08-19,DTW,MDW,720.150000
4610,00000294,2018-08-26,STN,DAL,1685.540000
4611,00000233,2018-08-10,SKA,DUR,2629.140000
4612,00000233,2018-08-19,KIX,OKO,1361.650000
4613,00000115,2018-08-18,BGO,HGH,2530.630000
4614,00000106,2018-08-1,SVO,NBO,1402.300000
4615,00000152,2018-08-26,TIA,DLC,3314.560000
4616,00000325,2018-08-25,VIE,RIX,3723.220000
4617,00000107,2018-08-10,HAN,BLR,1118.320000
4618,00000100,2018-08-21,TPA,MBA,949.620000
4619,00000114,2018-08-15,SOU,DQM,623.850000
4620,00000294,2018-08-2,AUS,CAN,1286.170000
4621,00000122,2018-08-20,PHL,MGE,2426.100000
4622,00000295,2018-08-4,BSL,LKZ,590.350000
4623,00000114,2018-08-12,RST,NRT,2355.890000
4624,00000130,2018-08-4,AFW,KHV,2248.770000
4625,00000121,2018-08-25,DME,SAL,3888.080000
4626,00000110,2018-08-22,CPT,FLL,1600.010000
4627,00000294,2018-08-14,DLM,HKG,3233.770000
4628,00000112,2018-08-25,MLA,GUM,1033.660000
4629,00000118,2018-08-5,MLE,MSN,806.570000
4630,00000112,2018-08-16,KGF,LIN,848.780000
4631,00000319,2018-08-17,GDL,DWC,2215.300000
4632,00000188,2018-08-16,BJV,HNL,1940.300000
4633,00000113,2018-08-16,LAS,BMI,3981.920000
4634,00000297,2018-08-13,XMN,AGP,1754.430000
4635,00000110,2018-08-10,BOM,GZT,2381.010000
4636,00000116,2018-08-8,MAA,KIN,3264.040000
4637,00000116,2018-08-4,SPI,GCM,763.190000
4638,00000114,2018-08-4,CAI,DMK,894.260000
4639,00000152,2018-08-17,BLQ,RIX,2107.090000
4640,00000108,2018-08-25,HYD,DKR,2178.790000
4641,00000254,2018-08-19,BEG,CSX,2349.730000
4642,00000304,2018-08-18,MHZ,HYD,2009.090000
4643,00000100,2018-08-11,HKG,JNB,2043.060000
4644,00000291,2018-08-28,CMB,CCU,1956.570000
4645,00000061,2018-08-5,LBB,MWX,2644.770000
4646,00000108,2018-08-11,PRG,DAY,1264.650000
4647,00000115,2018-08-15,OPO,CUZ,2077.390000
4648,00000117,2018-08-23,DUS,PER,620.620000
4649,00000301,2018-08-20,HAV,NKC,1776.030000
4650,00000115,2018-08-17,MBA,MAN,1729.290000
4651,00000106,2018-08-10,MAN,HKT,1396.090000
4652,00000125,2018-08-10,YWG,SYR,2791.780000
4653,00000222,2018-08-9,XMN,ADW,1254.860000
4654,00000320,2018-08-5,KZN,MWX,748.470000
4655,00000093,2018-08-17,MNL,FAO,2728.760000
4656,00000233,2018-08-5,CUN,SUU,2994.040000
4657,00000229,2018-08-24,QUO,LCK,1881.070000
4658,00000124,2018-08-7,SKA,NKC,2061.090000
4659,00000115,2018-08-26,EIN,NBO,1100.060000
4660,00000291,2018-08-4,TIA,HRG,2158.070000
4661,00000102,2018-08-19,STN,AAL,1959.740000
4662,00000124,2018-08-12,TLV,PUS,1947.110000
4663,00000112,2018-08-21,LBB,PVG,3552.970000
4664,00000116,2018-08-13,CAE,TRN,1086.590000
4665,00000107,2018-08-27,ABQ,LIT,664.650000
4666,00000110,2018-08-5,AGS,LIM,993.680000
4667,00000120,2018-08-16,JNB,CPT,1705.220000
4668,00000122,2018-08-24,LHR,HAV,2394.230000
4669,00000188,2018-08-22,TIJ,MAA,1367.160000
4670,00000104,2018-08-9,ORK,HAK,2654.250000
4671,00000117,2018-08-4,CMB,EXT,1894.620000
4672,00000106,2018-08-11,BRE,CPR,3056.140000
4673,00000100,2018-08-17,CLE,BFI,1597.940000
4674,00000294,2018-08-21,DYS,PUJ,1081.950000
4675,00000101,2018-08-14,SAW,VIE,2903.850000
4676,00000295,2018-08-1,FSZ,MSY,2095.930000
4677,00000122,2018-08-16,ORF,MBS,1603.940000
4678,00000123,2018-08-12,VDA,MHT,557.490000
4679,00000118,2018-08-7,ZAG,MLU,896.850000
4680,00000152,2018-08-5,GSB,SNN,1621.040000
4681,00000111,2018-08-3,DXB,ACA,2848.080000
4682,00000100,2018-08-6,VPS,ZIA,1013.830000
4683,00000109,2018-08-22,MUC,RRG,664.130000
4684,00000121,2018-08-27,PHL,SUU,1111.260000
4685,00000291,2018-08-26,AER,NNG,687.510000
4686,00000319,2018-08-9,ISE,RRG,1042.200000
4687,00000109,2018-08-25,HRB,NNG,1956.410000
4688,00000304,2018-08-6,ALP,DOV,3552.640000
4689,00000304,2018-08-13,KHH,CGK,3420.550000
4690,00000323,2018-08-15,CMB,CTS,1602.190000
4691,00000102,2018-08-17,GSO,DBQ,602.950000
4692,00000254,2018-08-24,TOS,FLN,1037.460000
4693,00000125,2018-08-1,DTM,CJJ,2316.980000
4694,00000112,2018-08-1,DBQ,TIJ,823.150000
4695,00000294,2018-08-3,FLN,DLC,1409.450000
4696,00000105,2018-08-21,ORY,MSP,3718.020000
4697,00000130,2018-08-4,PIA,XMN,686.990000
4698,00000118,2018-08-1,CJU,RST,3712.970000
4699,00000123,2018-08-23,AGS,DUS,3837.770000
4700,00000116,2018-08-21,NWI,GIG,1714.280000
4701,00000294,2018-08-1,FMO,XIY,2637.610000
4702,00000119,2018-08-21,KUL,GRU,2839.470000
4703,00000123,2018-08-28,HAM,SVX,3127.630000
4704,00000224,2018-08-7,VAR,NKC,1490.160000
4705,00000119,2018-08-23,CAG,SPS,2171.740000
4706,00000222,2018-08-11,GRJ,KWL,3829.750000
4707,00000117,2018-08-28,ERZ,FKB,2724.420000
4708,00000106,2018-08-19,RSW,TCM,1145.100000
4709,00000117,2018-08-20,HAV,DUB,1848.610000
4710,00000224,2018-08-3,PTP,MUC,2455.310000
4711,00000101,2018-08-14,KRT,DTM,1475.050000
4712,00000233,2018-08-6,PER,PEK,1761.490000
4713,00000115,2018-08-12,ACA,CWB,1113.680000
4714,00000188,2018-08-20,AGS,NBO,3663.240000
4715,00000105,2018-08-11,LUN,ATH,1363.170000
4716,00000102,2018-08-24,JNB,AMA,3471.770000
4717,00000319,2018-08-21,FUK,PVG,3686.540000
4718,00000120,2018-08-23,MUC,NAT,2828.360000
4719,00000124,2018-08-18,KGF,ROV,3541.510000
4720,00000117,2018-08-9,FFO,BGY,585.120000
4721,00000115,2018-08-6,XIY,HRK,3530.410000
4722,00000087,2018-08-9,BOG,CWL,789.890000
4723,00000117,2018-08-3,DSM,BLQ,3101.700000
4724,00000297,2018-08-4,CVG,HAN,3644.970000
4725,00000061,2018-08-21,AUH,LKZ,2414.790000
4726,00000105,2018-08-6,NNG,BOD,3306.040000
4727,00000320,2018-08-20,PIT,HEL,2566.200000
4728,00000320,2018-08-4,COS,SJC,1181.240000
4729,00000323,2018-08-11,JED,LGG,514.310000
4730,00000319,2018-08-3,TZX,TIK,3286.030000
4731,00000123,2018-08-9,ORF,SUX,2204.860000
4732,00000061,2018-08-8,BOH,DTW,3243.550000
4733,00000130,2018-08-1,CUZ,ROC,3844.770000
4734,00000291,2018-08-11,CMN,TSN,885.400000
4735,00000323,2018-08-27,SDF,BOH,2704.860000
4736,00000224,2018-08-16,ADA,MKE,2470.550000
4737,00000319,2018-08-28,TPE,JUB,706.280000
4738,00000188,2018-08-26,ZIA,SYD,3019.270000
4739,00000297,2018-08-17,PDX,SYZ,3462.790000
4740,00000087,2018-08-27,DMK,PUJ,2119.210000
4741,00000297,2018-08-26,GOT,CVS,2750.490000
4742,00000118,2018-08-13,GRB,ICN,1746.780000
4743,00000319,2018-08-20,MLI,MCT,3949.800000
4744,00000109,2018-08-20,LLA,HNL,2003.570000
4745,00000061,2018-08-19,BGR,MSQ,2279.110000
4746,00000102,2018-08-23,YEG,MKE,1968.370000
4747,00000152,2018-08-25,SIN,JFK,527.430000
4748,00000254,2018-08-24,GRJ,POM,3648.750000
4749,00000115,2018-08-3,KWE,LYS,2327.010000
4750,00000106,2018-08-7,BOH,SKA,3684.310000
4751,00000130,2018-08-22,VPS,CHA,1905.760000
4752,00000325,2018-08-15,VBG,MXP,2367.130000
4753,00000320,2018-08-24,RIX,TRN,3736.110000
4754,00000130,2018-08-13,ZIA,AKL,2184.750000
4755,00000106,2018-08-1,BNE,MHT,1537.660000
4756,00000104,2018-08-2,KUL,CCS,3186.860000
4757,00000291,2018-08-22,SIP,TUS,1344.380000
4758,00000107,2018-08-11,CGY,HND,1510.450000
4759,00000319,2018-08-15,YHZ,BWN,2521.560000
4760,00000320,2018-08-8,HGH,DEL,3361.810000
4761,00000122,2018-08-8,TER,EDW,1809.930000
4762,00000125,2018-08-9,EDI,FKB,2072.670000
4763,00000109,2018-08-3,LXR,KNH,2854.180000
4764,00000111,2018-08-12,MBS,DSA,1715.610000
4765,00000310,2018-08-13,CGK,TLV,3558.290000
4766,00000320,2018-08-1,ISB,ONT,1143.950000
4767,00000294,2018-08-3,BTS,DOV,2634.010000
4768,00000123,2018-08-20,FRA,MSN,2751.070000
4769,00000119,2018-08-3,PHX,CCJ,3965.360000
4770,00000104,2018-08-26,CTS,CTS,3457.500000
4771,00000117,2018-08-28,CAI,PHX,3988.580000
4772,00000124,2018-08-17,DTW,KJA,2588.740000
4773,00000304,2018-08-8,BRI,OPO,2747.590000
4774,00000115,2018-08-21,BSL,KIX,1452.750000
4775,00000152,2018-08-11,BFI,JFK,2959.180000
4776,00000295,2018-08-12,TOS,MRS,1442.030000
4777,00000109,2018-08-23,LIT,AVL,1471.080000
4778,00000104,2018-08-21,TIK,LGG,3548.990000
4779,00000297,2018-08-6,ISB,BFI,2443.000000
4780,00000087,2018-08-12,CRP,SAV,767.910000
4781,00000125,2018-08-10,END,TYS,2989.970000
4782,00000320,2018-08-21,MUC,MSQ,1164.450000
4783,00000107,2018-08-9,TIJ,YVR,3604.260000
4784,00000229,2018-08-28,CPR,EDI,2528.350000
4785,00000291,2018-08-20,TGD,RFD,3928.850000
4786,00000119,2018-08-2,TFS,HNL,3442.580000
4787,00000102,2018-08-17,BOI,YWG,3799.690000
4788,00000106,2018-08-28,TLS,HYD,1826.320000
4789,00000061,2018-08-15,BSL,ORD,2772.050000
4790,00000108,2018-08-17,AAL,CPH,2835.810000
4791,00000109,2018-08-2,CAI,BSL,2746.410000
4792,00000061,2018-08-5,CHA,DAD,1719.020000
4793,00000104,2018-08-11,MBA,SOU,2078.560000
4794,00000124,2018-08-12,BRI,DTW,3794.820000
4795,00000130,2018-08-23,AVL,ANC,913.760000
4796,00000222,2018-08-7,URC,CJU,709.030000
4797,00000087,2018-08-27,BUF,MUO,3294.750000
4798,00000310,2018-08-12,BKK,UPG,1316.380000
4799,00000130,2018-08-21,RRG,SJJ,642.450000
4800,00000122,2018-08-13,STL,POM,504.360000
4801,00000284,2018-08-21,SCQ,WNZ,3219.090000
4802,00000130,2018-08-2,PER,WMI,789.740000
4803,00000061,2018-08-7,PAM,FFD,3082.710000
4804,00000291,2018-08-4,BJV,MSP,3882.010000
4805,00000224,2018-08-20,PFO,SJU,2441.200000
4806,00000101,2018-08-10,SUX,MKE,1122.520000
4807,00000229,2018-08-24,ORD,HYD,2079.770000
4808,00000301,2018-08-17,NUE,ORD,1709.130000
4809,00000304,2018-08-3,SAW,BFI,1056.190000
4810,00000110,2018-08-24,YOW,WRB,3591.720000
4811,00000222,2018-08-8,BOD,TRV,1736.820000
4812,00000107,2018-08-9,ADB,BOD,2278.350000
4813,00000233,2018-08-20,MAD,HAN,879.460000
4814,00000112,2018-08-20,ZAG,END,2367.790000
4815,00000113,2018-08-8,SLC,TBS,620.030000
4816,00000110,2018-08-26,FAI,SVX,3246.010000
4817,00000122,2018-08-1,AFW,LHR,1775.870000
4818,00000121,2018-08-26,IAT,CCU,1037.590000
4819,00000055,2018-08-27,MLI,CBM,870.710000
4820,00000114,2018-08-13,LTX,GCM,1269.030000
4821,00000107,2018-08-19,BFI,LOS,1485.660000
4822,00000102,2018-08-27,BAB,AGP,3442.650000
4823,00000124,2018-08-2,BIL,SOU,3549.210000
4824,00000224,2018-08-25,CBM,CMN,2298.170000
4825,00000110,2018-08-27,KEF,HYD,2457.270000
4826,00000120,2018-08-15,DOV,OVB,902.170000
4827,00000320,2018-08-2,DQM,TRV,1355.050000
4828,00000320,2018-08-10,KUV,DUB,3202.510000
4829,00000111,2018-08-17,ZIA,MNL,3443.650000
4830,00000320,2018-08-19,SMF,ABQ,1412.350000
4831,00000108,2018-08-10,HKG,CTS,1228.350000
4832,00000107,2018-08-3,KHV,SJU,2740.530000
4833,00000100,2018-08-5,ODS,AMS,1253.900000
4834,00000116,2018-08-19,BTR,HSV,3303.320000
4835,00000100,2018-08-14,RDU,TOL,3209.810000
4836,00000130,2018-08-4,VNO,SAN,2899.910000
4837,00000103,2018-08-23,NGO,EIN,3257.650000
4838,00000323,2018-08-12,NAS,STR,2971.720000
4839,00000291,2018-08-9,TBZ,ACA,2277.980000
4840,00000103,2018-08-21,LGG,NBE,2744.410000
4841,00000103,2018-08-19,RFD,MAN,1439.910000
4842,00000323,2018-08-15,ISE,BOJ,3465.720000
4843,00000229,2018-08-23,IKA,MBS,3561.600000
4844,00000284,2018-08-7,OVB,TSE,3822.930000
4845,00000103,2018-08-21,ABZ,RST,2380.270000
4846,00000224,2018-08-23,NRT,GRB,2300.580000
4847,00000107,2018-08-27,SAL,TFS,2507.000000
4848,00000117,2018-08-11,ISB,SKT,2684.780000
4849,00000222,2018-08-26,ZIA,BDL,1885.840000
4850,00000152,2018-08-9,SSC,ISB,906.930000
4851,00000102,2018-08-4,BIL,MDW,3775.240000
4852,00000310,2018-08-4,MMX,GIG,2687.120000
4853,00000254,2018-08-13,DLC,HAJ,3852.240000
4854,00000319,2018-08-27,DPS,PMI,959.260000
4855,00000087,2018-08-9,THR,BTR,3874.110000
4856,00000055,2018-08-21,SAL,CLT,2208.790000
4857,00000119,2018-08-19,HIB,ROC,1977.500000
4858,00000087,2018-08-22,MUO,DAR,2938.380000
4859,00000125,2018-08-25,BOS,BJV,2821.070000
4860,00000123,2018-08-12,NBO,SSC,2703.310000
4861,00000093,2018-08-9,LCA,PDL,1669.010000
4862,00000294,2018-08-1,SDQ,AYT,2857.070000
4863,00000104,2018-08-26,HNL,BAH,711.220000
4864,00000105,2018-08-26,DWC,HRB,2746.550000
4865,00000111,2018-08-8,KWL,AMA,2949.170000
4866,00000116,2018-08-9,BLA,BNE,1877.110000
4867,00000304,2018-08-28,SGF,SUB,1559.560000
4868,00000093,2018-08-13,DAD,MEM,2544.290000
4869,00000188,2018-08-23,SOU,AYT,3147.100000
4870,00000122,2018-08-11,BEY,GLA,3919.770000
4871,00000106,2018-08-19,SHV,MCI,538.670000
4872,00000101,2018-08-20,ISE,AFW,3790.510000
4873,00000124,2018-08-17,LPL,MEM,3252.650000
4874,00000106,2018-08-10,CPT,LGG,1336.750000
4875,00000301,2018-08-23,MSQ,GPT,3765.530000
4876,00000291,2018-08-13,LED,DAY,3964.990000
4877,00000104,2018-08-1,DEN,KZN,634.190000
4878,00000224,2018-08-4,KWL,HER,2515.010000
4879,00000087,2018-08-8,LJU,MLE,1110.180000
4880,00000101,2018-08-14,LBA,BEY,3799.580000
4881,00000121,2018-08-4,CAG,KZN,3566.910000
4882,00000107,2018-08-25,ROA,SUX,3526.410000
4883,00000304,2018-08-6,MCI,KZN,3735.510000
4884,00000254,2018-08-9,NKC,KUV,3489.070000
4885,00000294,2018-08-23,BIL,RIC,2769.380000
4886,00000284,2018-08-5,NKC,PTY,905.230000
4887,00000124,2018-08-19,SRQ,SLC,3856.230000
4888,00000107,2018-08-13,MIA,STR,990.240000
4889,00000325,2018-08-23,MLU,WAW,2542.740000
4890,00000320,2018-08-4,SYX,HEL,3376.730000
4891,00000106,2018-08-23,TRV,AAL,1230.070000
4892,00000116,2018-08-25,GEG,DWC,1298.860000
4893,00000124,2018-08-9,AMM,KOJ,678.630000
4894,00000110,2018-08-22,DFW,LPL,3780.810000
4895,00000304,2018-08-26,BSB,KBP,2534.070000
4896,00000121,2018-08-20,IAT,CHS,1817.020000
4897,00000229,2018-08-17,BMI,TFS,3532.880000
4898,00000323,2018-08-20,SYZ,LAX,1823.760000
4899,00000108,2018-08-25,ATH,BHX,3288.340000
4900,00000055,2018-08-24,CGH,TRV,3137.360000
4901,00000114,2018-08-25,RST,KWI,3265.070000
4902,00000109,2018-08-20,ROC,JLN,3168.830000
4903,00000295,2018-08-5,GRJ,AKL,726.710000
4904,00000102,2018-08-27,TUN,ZIA,2567.150000
4905,00000103,2018-08-23,KAN,SHA,2678.050000
4906,00000125,2018-08-20,CJU,COK,3061.160000
4907,00000093,2018-08-9,ORF,TIP,2093.840000
4908,00000061,2018-08-27,ISB,LTK,993.380000
4909,00000101,2018-08-7,MBS,BJV,3259.180000
4910,00000117,2018-08-14,JUB,STR,3831.890000
4911,00000106,2018-08-24,WNZ,PMO,2441.520000
4912,00000123,2018-08-13,CBR,ZAG,2878.680000
4913,00000115,2018-08-14,CVG,SAL,2560.290000
4914,00000124,2018-08-15,LED,SAT,1592.780000
4915,00000121,2018-08-27,HYD,KUV,1669.210000
4916,00000124,2018-08-26,RRG,LTS,3066.700000
4917,00000116,2018-08-22,MLI,FWA,3170.380000
4918,00000111,2018-08-12,CCU,JUB,886.250000
4919,00000115,2018-08-2,PER,DAM,2682.790000
4920,00000222,2018-08-18,NGB,HEL,3204.840000
4921,00000115,2018-08-16,DKR,RND,3930.660000
4922,00000295,2018-08-25,PDX,MTY,790.970000
4923,00000102,2018-08-26,CGH,GUS,2022.010000
4924,00000222,2018-08-13,MLI,WRB,1520.410000
4925,00000301,2018-08-24,RFD,BLL,1923.910000
4926,00000116,2018-08-22,PSA,WLG,2218.880000
4927,00000301,2018-08-28,YYZ,DPS,1674.160000
4928,00000130,2018-08-18,MBS,DAY,3725.620000
4929,00000116,2018-08-5,CLE,SUU,3453.870000
4930,00000319,2018-08-28,MXP,MMX,1924.550000
4931,00000055,2018-08-9,FUK,GRB,633.310000
4932,00000130,2018-08-12,SKA,CTU,3668.340000
4933,00000055,2018-08-4,GRU,NWI,3005.950000
4934,00000320,2018-08-3,KRK,BRI,903.530000
4935,00000325,2018-08-7,LTX,DOH,1699.000000
4936,00000116,2018-08-16,TBS,ORY,3378.160000
4937,00000295,2018-08-13,ATL,CSX,3919.650000
4938,00000122,2018-08-26,DLH,PTY,3917.140000
4939,00000106,2018-08-18,HYD,DAB,705.650000
4940,00000109,2018-08-3,DAY,JED,2159.890000
4941,00000061,2018-08-11,AGS,DSA,2973.170000
4942,00000254,2018-08-10,ICT,LCA,3746.160000
4943,00000152,2018-08-19,DUB,ALG,1231.130000
4944,00000295,2018-08-28,HEL,MFM,1300.190000
4945,00000233,2018-08-7,PIT,TRV,3179.880000
4946,00000113,2018-08-8,CGH,DEN,3425.250000
4947,00000122,2018-08-5,SYR,ATQ,3619.580000
4948,00000123,2018-08-20,SPS,SHA,3520.170000
4949,00000106,2018-08-7,CCS,CTS,3685.630000
4950,00000222,2018-08-8,DUR,KAN,2007.360000
4951,00000087,2018-08-9,TIJ,NAY,3594.740000
4952,00000100,2018-08-25,ZIA,PRG,1483.870000
4953,00000297,2018-08-3,ANC,GSO,2990.800000
4954,00000152,2018-08-5,MAN,AER,2815.430000
4955,00000102,2018-08-20,BMI,GUS,1179.880000
4956,00000101,2018-08-21,DOH,ROA,2833.970000
4957,00000319,2018-08-15,BJV,SXM,850.720000
4958,00000061,2018-08-26,AFW,KWI,1980.970000
4959,00000295,2018-08-17,TLH,SJD,3602.400000
4960,00000320,2018-08-10,CVG,ICT,3257.060000
4961,00000284,2018-08-2,BKK,CJU,2700.090000
4962,00000222,2018-08-8,ZIA,ROA,1517.740000
4963,00000116,2018-08-6,KWE,SIN,2226.770000
4964,00000294,2018-08-3,TLL,ICN,2215.810000
4965,00000224,2018-08-22,OVB,MEX,2966.040000
4966,00000229,2018-08-19,RNO,YWG,3852.620000
4967,00000304,2018-08-28,SKA,BWN,2976.490000
4968,00000100,2018-08-14,COK,IKA,3697.340000
4969,00000291,2018-08-4,LIS,SKA,1097.340000
4970,00000294,2018-08-10,BUF,ATQ,2796.120000
4971,00000323,2018-08-19,BRI,TRV,517.480000
4972,00000111,2018-08-25,BSR,MNL,3135.230000
4973,00000323,2018-08-16,KIX,SAN,3974.490000
4974,00000152,2018-08-5,PVG,YYZ,527.590000
4975,00000122,2018-08-24,BLV,YYC,3384.930000
4976,00000294,2018-08-28,ONT,KOJ,1528.130000
4977,00000102,2018-08-11,CLE,DAB,3033.070000
4978,00000104,2018-08-20,CSX,WRB,920.850000
4979,00000115,2018-08-7,CTA,CGN,1351.280000
4980,00000115,2018-08-11,KEF,HAK,1569.900000
4981,00000152,2018-08-10,SFO,BOG,1496.790000
4982,00000125,2018-08-19,PWM,FOC,785.020000
4983,00000116,2018-08-8,SUS,MSQ,3694.920000
4984,00000104,2018-08-24,FLL,XMN,1894.740000
4985,00000104,2018-08-9,MUO,SXM,3574.570000
4986,00000101,2018-08-15,SYR,FUK,2316.820000
4987,00000130,2018-08-24,DEN,RDU,1113.030000
4988,00000100,2018-08-5,SOU,SDF,2300.260000
4989,00000104,2018-08-1,WLG,OAK,1930.610000
4990,00000320,2018-08-5,AUH,LED,3994.990000
4991,00000122,2018-08-16,DMM,CRL,588.900000
4992,00000152,2018-08-12,DWC,PNH,2362.750000
4993,00000130,2018-08-23,TIK,BOD,1842.740000
4994,00000130,2018-08-16,BHD,NKG,2602.100000
4995,00000115,2018-08-25,KWI,SKT,2395.060000
4996,00000233,2018-08-24,MEM,HND,578.270000
4997,00000294,2018-08-26,BIL,VRA,2880.760000
4998,00000116,2018-08-25,BZE,RSW,729.680000
4999,00000121,2018-08-11,SKA,CHC,3199.740000
5000,00000111,2018-08-20,DUB,CJJ,1265.840000
5001,00000124,2018-08-15,LEJ,CWL,982.250000
5002,00000304,2018-08-27,SVX,SPS,818.230000
5003,00000055,2018-08-21,CHA,HEL,1842.280000
5004,00000120,2018-08-8,MOB,LOS,940.530000
5005,00000061,2018-08-21,CRK,HAV,3822.430000
5006,00000130,2018-08-19,DAL,MCI,3987.550000
5007,00000121,2018-08-4,NKG,SFO,1194.630000
5008,00000291,2018-08-3,GRB,STL,1487.900000
5009,00000254,2018-08-17,ZRH,BEG,1355.660000
5010,00000323,2018-08-9,DSA,MCO,3329.520000
5011,00000109,2018-08-17,NBE,CIA,1828.390000
5012,00000105,2018-08-21,END,NCE,3436.480000
5013,00000123,2018-08-5,LTS,MUO,3235.320000
5014,00000294,2018-08-18,ATL,PDX,1731.180000
5015,00000233,2018-08-26,GPT,SXF,2147.460000
5016,00000109,2018-08-2,SAL,OTP,602.470000
5017,00000125,2018-08-11,ZIA,MTY,732.920000
5018,00000117,2018-08-18,MTY,KWE,2206.650000
5019,00000319,2018-08-2,NRT,HAK,872.580000
5020,00000113,2018-08-17,GLA,BLA,3946.940000
5021,00000320,2018-08-20,CRW,MEM,1342.920000
5022,00000093,2018-08-17,SYX,FRU,2012.740000
5023,00000116,2018-08-27,TRI,WRO,585.680000
5024,00000122,2018-08-3,SYZ,DTW,1047.590000
5025,00000222,2018-08-5,MEX,NNG,3500.160000
5026,00000310,2018-08-5,BRU,VCE,2097.700000
5027,00000117,2018-08-21,DAL,IND,3294.730000
5028,00000111,2018-08-11,BSB,ADA,2255.020000
5029,00000101,2018-08-20,GCM,TYN,2402.470000
5030,00000108,2018-08-17,MHT,GVA,1042.280000
5031,00000114,2018-08-18,SUB,FCO,1820.940000
5032,00000222,2018-08-19,ADL,CSX,3431.220000
5033,00000284,2018-08-23,KRT,VAR,3653.800000
5034,00000188,2018-08-6,TBS,MEX,1752.490000
5035,00000108,2018-08-18,RAR,BEG,2219.320000
5036,00000124,2018-08-27,SJU,JFK,1414.960000
